ⲥⲉⲥⲱⲧⲙ	ⲥⲉ|ⲥⲱⲧⲙ
ⲉⲛⲉⲛⲧⲁⲩⲧⲥⲧⲟ	ⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲧⲥⲧⲟ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲛϣⲁϫⲉ	ⲛ|ⲛ|ϣⲁϫⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲛ|ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛ|ⲛ|ϣⲟⲣⲡ
ⲧⲉⲧⲛⲏⲡ	ⲧⲉⲧⲛ|ⲏⲡ
ⲉⲛⲉⲛⲧⲁⲩⲧⲥⲧⲟ	ⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲧⲥⲧⲟ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲧⲉⲥⲃⲱ	ⲛ|ⲧⲉ|ⲥⲃⲱ
ⲛⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲛ|ⲛ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲁⲩⲥⲟϣϥⲟⲩ	ⲁ|ⲩ|ⲥⲟϣϥ|ⲟⲩ
ⲧⲉⲧⲛⲏⲡ	ⲧⲉⲧⲛ|ⲏⲡ
ⲉⲛⲉⲛⲧⲁⲩ_warn:empty_norm_ⲁⲣⲛⲁ	ⲉ|ⲛ|ⲉⲛⲧ|ⲁ|ⲩ|ⲁⲣⲛⲁ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲧⲡⲓⲥⲧⲓⲥ	ⲛ|ⲧ|ⲡⲓⲥⲧⲓⲥ
ⲉⲧⲟⲩⲟϫ	ⲉⲧ|ⲟⲩⲟϫ
ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛ|ⲛ|ϣⲟⲣⲡ
·	·
ⲉⲙⲡⲉⲗⲁⲁⲩ	ⲉ|ⲙⲡⲉ|ⲗⲁⲁⲩ
ⲛⲣⲡⲙⲉⲉⲩⲉ	ⲛ|ⲣⲡⲙⲉⲉⲩⲉ
ⲙⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ	ⲙ|ⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ
ϣⲱⲡⲉ	ϣⲱⲡⲉ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲧⲉⲧⲛⲏⲡ	ⲧⲉⲧⲛ|ⲏⲡ
ⲉⲛϩⲉⲗⲗⲏⲛ	ⲉ|ⲛ|ϩⲉⲗⲗⲏⲛ
ⲙⲛⲛϩⲁⲓⲣⲉⲧⲓⲕⲟⲥ	ⲙⲛ|ⲛ|ϩⲁⲓⲣⲉⲧⲓⲕⲟⲥ
ⲧⲉⲧⲛⲏⲡ	ⲧⲉⲧⲛ|ⲏⲡ
ⲉⲛⲃⲁⲣⲃⲁⲣⲟⲥ	ⲉ|ⲛ|ⲃⲁⲣⲃⲁⲣⲟⲥ
ⲛⲣⲉϥⲡⲉϩⲧⲥⲛⲟϥ	ⲛ|ⲣⲉϥⲡⲉϩⲧⲥⲛⲟϥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲧⲁⲛϫⲉⲟⲩϣⲁϫⲉ	ⲛⲧ|ⲁ|ⲛ|ϫⲉ|ⲟⲩ|ϣⲁϫⲉ
ⲅⲁⲣ	ⲅⲁⲣ
ⲁⲛ	ⲁⲛ
ⲉϥⲛⲁϣⲱⲡⲉ	ⲉ|ϥ|ⲛⲁ|ϣⲱⲡⲉ
ⲁⲛ	ⲁⲛ
·	·
ⲁⲡⲉⲛⲡⲉⲧⲟⲩⲁⲁⲃ	ⲁ|ⲡⲉⲛ|ⲡⲉⲧⲟⲩⲁⲁⲃ
ⲛⲉⲓⲱⲧ	ⲛ|ⲉⲓⲱⲧ
ⲡⲁⲓ	ⲡⲁⲓ
ⲛⲧⲁⲡⲛⲟⲩⲧⲉ	ⲛⲧ|ⲁ|ⲡ|ⲛⲟⲩⲧⲉ
ϣⲁϫⲉ	ϣⲁϫⲉ
ⲛϩⲏⲧϥ	ⲛϩⲏⲧ|ϥ
ϫⲟⲟⲥ	ϫⲟⲟ|ⲥ
ϩⲛⲛⲉϥⲉⲡⲓⲥⲧⲟⲗⲏ	ϩⲛ|ⲛⲉϥ|ⲉⲡⲓⲥⲧⲟⲗⲏ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
·	·
ϫⲉⲟⲩϩⲉⲗⲗⲏⲛ	ϫⲉ|ⲟⲩ|ϩⲉⲗⲗⲏⲛ
·	·
ⲏ	ⲏ
ⲟⲩϩⲁⲓⲣⲉⲧⲓⲕⲟⲥ	ⲟⲩ|ϩⲁⲓⲣⲉⲧⲓⲕⲟⲥ
ⲏ	ⲏ
ⲟⲩϩⲉⲑⲛⲟⲥ	ⲟⲩ|ϩⲉⲑⲛⲟⲥ
ⲛⲣⲉϥⲡⲉϩⲧⲥⲛⲟϥ	ⲛ|ⲣⲉϥⲡⲉϩⲧⲥⲛⲟϥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲉϥϣⲁⲛⲕⲧⲟϥ	ⲉϥϣⲁⲛ|ⲕⲧⲟ|ϥ
ⲉⲡⲛⲟⲩⲧⲉ	ⲉ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲥⲙⲟⲧ	ⲥⲙⲟⲧ
ⲛⲉⲧⲣⲉⲡⲛⲟⲩⲧⲉ	ⲛ|ⲉ|ⲧⲣⲉ|ⲡ|ⲛⲟⲩⲧⲉ
ϣⲟⲡϥ	ϣⲟⲡ|ϥ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲛϩⲟⲩⲟ	ⲛ|ϩⲟⲩⲟ
ⲉⲧⲉⲓⲙⲓⲛⲉ	ⲉ|ⲧⲉⲓ|ⲙⲓⲛⲉ
ⲛⲥⲟⲛ	ⲛ|ⲥⲟⲛ
ⲉⲧⲉⲓⲣⲉ	ⲉⲧ|ⲉⲓⲣⲉ
ⲛⲛⲉⲓⲃⲟⲧⲉ	ⲛ|ⲛⲉⲓ|ⲃⲟⲧⲉ
ⲛϩⲣⲁⲓ	ⲛϩⲣⲁⲓ
ϩⲛⲛⲉϥⲧⲟⲡⲟⲥ	ϩⲛ|ⲛⲉϥ|ⲧⲟⲡⲟⲥ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲉⲣⲉⲡⲣⲁⲛ	ⲉⲣⲉ|ⲡ|ⲣⲁⲛ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲙⲛⲡⲉⲥⲭⲏⲙⲁ	ⲙⲛ|ⲡⲉ|ⲥⲭⲏⲙⲁ
ⲧⲟ	ⲧⲟ
ϩⲓⲱⲟⲩ	ϩⲓⲱ|ⲟⲩ
·	·
ⲏ	ⲏ
ⲙⲙⲟⲛ	ⲙⲙⲟⲛ
ⲉⲧⲃⲉⲟⲩ	ⲉⲧⲃⲉ|ⲟⲩ
ⲛⲧⲉⲧⲛⲉⲓⲙⲉ	ⲛ|ⲧⲉⲧⲛ|ⲉⲓⲙⲉ
ⲁⲛ	ⲁⲛ
ⲛⲧⲱⲧⲛ	ⲛⲧⲱⲧⲛ
ⲛⲥⲟϭ	ⲛ|ⲥⲟϭ
ⲉⲧⲉⲛϩⲉⲛⲥⲁⲃⲉ	ⲉⲧⲉ|ⲛ|ϩⲉⲛ|ⲥⲁⲃⲉⲉⲩ
ⲁⲛ	ⲁⲛ
ⲛⲉ	ⲛⲉ
ϫⲉⲡⲉⲧⲛⲁⲙⲟⲩ	ϫⲉ|ⲡ|ⲉⲧ|ⲛⲁ|ⲙⲟⲩ
ⲛϩⲣⲁⲓ	ⲛϩⲣⲁⲓ
ϩⲛⲛⲉϥⲛⲟⲃⲉ	ϩⲛ|ⲛⲉϥ|ⲛⲟⲃⲉ
·	·
ⲛⲥⲉϫⲓⲧϥ	ⲛ|ⲥⲉ|ϫⲓⲧ|ϥ
ⲉⲡⲉⲥⲏⲧ	ⲉ|ⲡ|ⲉⲥⲏⲧ
ⲉⲁⲙⲛⲧⲉ	ⲉ|ⲁⲙⲛⲧⲉ
·	·
ⲉϥϣⲟⲃⲉ	ⲉ|ϥ|ϣⲟⲃⲉ
ⲛⲟⲩⲉ	ⲛ|ⲟⲩⲉ
ⲛⲉⲛⲧⲁⲛϫⲟⲟⲩ	ⲛ|ⲉⲛⲧ|ⲁ|ⲛ|ϫⲟⲟ|ⲩ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
·	·
ϫⲉⲥⲉⲛϩⲣⲁⲓ	ϫⲉ|ⲥⲉ|ⲛϩⲣⲁⲓ
ϩⲛⲁⲙⲛⲧⲉ	ϩⲛ|ⲁⲙⲛⲧⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ⲁϥⲧⲁⲙⲟⲛ	ⲁ|ϥ|ⲧⲁⲙⲟ|ⲛ
ⲉⲡⲉⲓⲕⲉⲟⲩⲁ	ⲉ|ⲡⲉⲓ|ⲕⲉ|ⲟⲩⲁ
ϩⲛⲛⲉϥⲥϩⲁⲓ	ϩⲛ|ⲛⲉϥ|ⲥϩⲁⲓ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
·	·
ϫⲉⲛⲣⲉϥⲣⲛⲟⲃⲉ	ϫⲉ|ⲛ|ⲣⲉϥⲣⲛⲟⲃⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲧⲁⲩⲙⲟⲩ	ⲛⲧ|ⲁ|ⲩ|ⲙⲟⲩ
ϫⲓⲛⲛⲕⲁⲓⲛ	ϫⲓⲛ|ⲛ|ⲕⲁⲉⲓⲛ
ϣⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ
ⲉⲧⲉⲛⲟⲩ	ⲉ|ⲧⲉⲛⲟⲩ
ⲙⲛⲛⲉⲧⲛⲁⲙⲟⲩ	ⲙⲛ|ⲛ|ⲉⲧ|ⲛⲁ|ⲙⲟⲩ
ϣⲁⲧⲥⲩⲛⲧⲉⲗⲉⲓⲁ	ϣⲁ|ⲧ|ⲥⲩⲛⲧⲉⲗⲉⲓⲁ
ⲙⲡⲁⲓⲱⲛ	ⲙ|ⲡ|ⲁⲓⲱⲛ
·	·
ⲉϣⲁⲩϫⲓⲧⲟⲩ	ⲉ|ϣⲁ|ⲩ|ϫⲓⲧ|ⲟⲩ
ⲉⲡⲉⲥⲏⲧ	ⲉ|ⲡ|ⲉⲥⲏⲧ
ⲉⲁⲙⲛⲧⲉ	ⲉ|ⲁⲙⲛⲧⲉ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲉⲧⲉⲣⲉⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ	ⲉⲧⲉⲣⲉ|ⲡ|ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ
ϫⲱ	ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
·	·
⸓	⸓
ⲏ	ⲏ
ⲧⲉⲅⲣⲁⲫⲏ	ⲧⲉ|ⲅⲣⲁⲫⲏ
ϫⲱ	ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ⲁⲛ	ⲁⲛ
ϫⲉⲉϣϫⲉⲙⲡⲉⲡⲛⲟⲩⲧⲉ	ϫⲉ|ⲉϣϫⲉ|ⲙⲡⲉ|ⲡ|ⲛⲟⲩⲧⲉ
ϯⲥⲟ	ϯⲥⲟ
ⲉⲡⲕⲟⲥⲙⲟⲥ	ⲉ|ⲡ|ⲕⲟⲥⲙⲟⲥ
ⲛⲁⲣⲭⲁⲓⲟⲥ	ⲛ|ⲁⲣⲭⲁⲓⲟⲥ
·	·
ⲉϣϫⲉⲙⲡⲉⲡⲛⲟⲩⲧⲉ	ⲉϣϫⲉ|ⲙⲡⲉ|ⲡ|ⲛⲟⲩⲧⲉ
ϯⲥⲟ	ϯⲥⲟ
ⲉⲛⲁⲅⲅⲉⲗⲟⲥ	ⲉ|ⲛ|ⲁⲅⲅⲉⲗⲟⲥ
ⲛⲧⲉⲣⲟⲩⲣⲛⲟⲃⲉ	ⲛⲧⲉⲣ|ⲟⲩ|ⲣⲛⲟⲃⲉ
·	·
⸓	⸓
ⲙⲡϥϯⲥⲟ	ⲙⲡ|ϥ|ϯⲥⲟ
ⲉⲛⲉⲧⲙⲟⲟϣⲉ	ⲉ|ⲛ|ⲉⲧ|ⲙⲟⲟϣⲉ
ⲙⲛⲙⲱⲩⲥⲏⲥ	ⲙⲛ|ⲙⲱⲩⲥⲏⲥ
ϩⲓⲧⲉⲣⲏⲙⲟⲥ	ϩⲓ|ⲧ|ⲉⲣⲏⲙⲟⲥ
ⲙⲡⲉⲓⲟⲩⲟⲉⲓϣ	ⲙ|ⲡⲉⲓ|ⲟⲩⲟⲉⲓϣ
ⲁⲧⲙⲧⲱⲱⲃⲉ	ⲁ|ⲧⲙ|ⲧⲱⲱⲃⲉ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲙⲡϥϯⲥⲟ	ⲙⲡ|ϥ|ϯⲥⲟ
ⲉⲙⲡⲟⲗⲓⲥ	ⲉ|ⲙ|ⲡⲟⲗⲓⲥ
ⲛⲥⲟⲇⲟⲙⲁ	ⲛ|ⲥⲟⲇⲟⲙⲁ
·	·
ⲙⲛⲅⲟⲙⲟⲣⲣⲁ	ⲙⲛ|ⲅⲟⲙⲟⲣⲣⲁ
·	·
ⲁⲧⲙⲣⲟⲕϩⲟⲩ	ⲁ|ⲧⲙ|ⲣⲟⲕϩ|ⲟⲩ
ⲙⲡϥϯⲥⲟ	ⲙⲡ|ϥ|ϯⲥⲟ
ⲉϩⲉⲛⲡⲣⲟⲫⲏⲧⲏⲥ	ⲉ|ϩⲉⲛ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲛⲛⲟⲩϫ	ⲛ|ⲛⲟⲩϫ
·	·
ⲙⲛϩⲉⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲙⲛ|ϩⲉⲛ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ⲛⲛⲟⲩϫ	ⲛ|ⲛⲟⲩϫ
·	·
ⲙⲡϥϯⲥⲟ	ⲙⲡ|ϥ|ϯⲥⲟ
ⲉⲟⲩⲟⲛ	ⲉ|ⲟⲩⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲣⲛⲟⲃⲉ	ⲉⲧ|ⲣⲛⲟⲃⲉ
·	·
ⲕⲁⲧⲁⲥⲙⲟⲧ	ⲕⲁⲧⲁ|ⲥⲙⲟⲧ
ⲛⲓⲙ	ⲛⲓⲙ
ϫⲓⲛⲛⲧⲁⲣⲭⲏ	ϫⲓⲛ|ⲛ|ⲧ|ⲁⲣⲭⲏ
ⲙⲡⲥⲱⲛⲧ	ⲙ|ⲡ|ⲥⲱⲛⲧ
ϣⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ
ⲉⲧⲉⲛⲟⲩ	ⲉ|ⲧⲉⲛⲟⲩ
ⲁⲧⲙⲛⲟϫⲟⲩ	ⲁ|ⲧⲙ|ⲛⲟϫ|ⲟⲩ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉⲁⲙⲛⲧⲉ	ⲉ|ⲁⲙⲛⲧⲉ
·	·
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲉⲣⲉⲛⲉⲅⲣⲁⲫⲏ	ⲉⲧⲉⲣⲉ|ⲛⲉ|ⲅⲣⲁⲫⲏ
ⲣⲙⲛⲧⲣⲉ	ⲣⲙⲛⲧⲣⲉ
ⲛⲛⲉⲧⲛϫⲱ	ⲛⲛⲉ|ⲧⲛ|ϫⲱ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
·	·
ⲉⲓⲉ	ⲉⲓⲉ
ⲉϥⲛⲁϯⲥⲟ	ⲉ|ϥ|ⲛⲁ|ϯⲥⲟ
ⲉⲣⲟⲛ	ⲉⲣⲟ|ⲛ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ϫⲉⲉⲛϭⲟⲟⲗⲉ	ϫⲉ|ⲉ|ⲛ|ϭⲟⲟⲗⲉ
ⲛⲟⲩⲥⲭⲏⲙⲁ	ⲛ|ⲟⲩ|ⲥⲭⲏⲙⲁ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ϫⲉⲟⲩⲛⲧⲁⲛ	ϫⲉ|ⲟⲩⲛⲧⲁ|ⲛ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲙⲡϩⲣⲃ	ⲙ|ⲡ|ϩⲣⲃ
ⲛⲧⲙⲛⲧⲉⲩⲥⲉⲃⲏⲥ	ⲛ|ⲧ|ⲙⲛⲧⲉⲩⲥⲉⲃⲏⲥ
·	·
ⲉⲛⲁⲣⲛⲁ	ⲉ|ⲛ|ⲁⲣⲛⲁ
ⲇⲉ	ⲇⲉ
ⲛⲧⲉⲥϭⲟⲙ	ⲛ|ⲧⲉⲥ|ϭⲟⲙ
·	·
ⲉⲛⲛⲁϫⲟⲟⲥ	ⲉ|ⲛ|ⲛⲁ|ϫⲟⲟ|ⲥ
ϫⲉⲟⲩ	ϫⲉ|ⲟⲩ
ⲧⲛⲙⲉ	ⲧⲛ|ⲙⲉ
ϩⲛϣⲓⲡⲉ	ϩⲛ|ϣⲓⲡⲉ
ⲛⲛⲁϩⲣⲛⲛⲉⲛⲉⲓⲟⲧⲉ	ⲛⲛⲁϩⲣⲛ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲙⲛⲛⲉⲛⲥⲛⲏⲩ	ⲙⲛ|ⲛⲉⲛ|ⲥⲛⲏⲩ
ⲉⲧⲟⲩⲁⲁⲃ	ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲛⲧⲁⲩⲃⲱⲕ	ⲛⲧ|ⲁ|ⲩ|ⲃⲱⲕ
ⲉⲣⲁⲧϥ	ⲉⲣⲁⲧ|ϥ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲙⲛⲛⲉⲧⲛⲁⲃⲱⲕ	ⲙⲛ|ⲛ|ⲉⲧ|ⲛⲁ|ⲃⲱⲕ
ⲉⲣⲁⲧϥ	ⲉⲣⲁⲧ|ϥ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲉⲩⲟⲩⲁⲁⲃ	ⲉ|ⲩ|ⲟⲩⲁⲁⲃ
ϣⲁⲧⲥⲩⲛⲧⲉⲗⲉⲓⲁ	ϣⲁ|ⲧ|ⲥⲩⲛⲧⲉⲗⲉⲓⲁ
ⲙⲡⲁⲓⲱⲛ	ⲙ|ⲡ|ⲁⲓⲱⲛ
ⲧⲱⲟⲩⲛ	ⲧⲱⲟⲩⲛ
ⲛⲧⲛⲙⲉⲧⲁⲛⲟⲉⲓ	ⲛ|ⲧⲛ|ⲙⲉⲧⲁⲛⲟⲉⲓ
ⲱ	ⲱ
ⲛⲉⲥⲛⲏⲩ	ⲛⲉ|ⲥⲛⲏⲩ
·	·
ⲉⲛϩⲟⲥⲟⲛ	ⲉ|ⲛ|ϩⲟⲥⲟⲛ
ⲉⲡⲕⲁⲓⲣⲟⲥ	ⲉ|ⲡ|ⲕⲁⲓⲣⲟⲥ
ⲡⲉ	ⲡⲉ
·	·
ϫⲉⲕⲁⲥ	ϫⲉⲕⲁⲥ
ⲉⲛⲛⲁⲙⲁⲧⲉ	ⲉ|ⲛ|ⲛⲁ|ⲙⲁⲧⲉ
ⲙⲡⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ⲉⲛⲧ|ⲁ|ⲡ|ϫⲟⲉⲓⲥ
ϫⲟⲟϥ	ϫⲟⲟ|ϥ
·	·
ϫⲉⲟⲩⲛⲟⲩⲟⲩⲛⲟⲩ	ϫⲉ|ⲟⲩⲛ|ⲟⲩ|ⲟⲩⲛⲟⲩ
ⲛⲏⲩ	ⲛⲏⲩ
ⲉⲧⲉⲧⲉⲩⲛⲟⲩⲧⲉ	ⲉⲧⲉ|ⲧⲉⲩ|ⲛⲟⲩⲧⲉ
·	·
ⲉⲣⲉⲛⲉⲧⲙⲟⲟⲩⲧ	ⲉⲣⲉ|ⲛ|ⲉⲧ|ⲙⲟⲟⲩⲧ
ⲛⲁⲥⲱⲧⲙ	ⲛⲁ|ⲥⲱⲧⲙ
ⲉⲧⲉⲥⲙⲏ	ⲉ|ⲧⲉ|ⲥⲙⲏ
ⲙⲡϣⲏⲣⲉ	ⲙ|ⲡ|ϣⲏⲣⲉ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲉⲧⲛⲁⲥⲱ	ⲛ|ⲉⲧ|ⲛⲁ|ⲥⲱ
ⲛⲉϩⲟⲟⲩ	ⲛⲉ|ϩⲟⲟⲩ
ⲉⲧⲙⲙⲁⲩ	ⲉⲧ|ⲙⲙⲁⲩ
ⲛⲉⲩⲛⲟⲩⲛⲟϭ	ⲛⲉ|ⲩⲛ|ⲟⲩ|ⲛⲟϭ
ⲟⲛ	ⲟⲛ
ⲙⲙⲏⲏϣⲉ	ⲙ|ⲙⲏⲏϣⲉ
ⲛⲙⲙⲁϥ	ⲛⲙⲙⲁ|ϥ
ⲁⲩⲱ	ⲁⲩⲱ
ⲉⲙⲙⲛⲧⲟⲩ	ⲉ|ⲙⲙⲛⲧ|ⲟⲩ
ⲡⲉⲧⲟⲩⲛⲁⲟⲩⲟⲙϥ	ⲡ|ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲟⲩⲟⲙ|ϥ
ⲁϥⲙⲟⲩⲧⲉ	ⲁ|ϥ|ⲙⲟⲩⲧⲉ
ⲉⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲉ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ϯϣⲛϩⲧⲏⲓ	ϯ|ϣⲛ|ϩⲧⲏ|ⲓ
ⲉϫⲙⲡⲙⲏⲏϣⲉ	ⲉϫⲙ|ⲡ|ⲙⲏⲏϣⲉ
ϫⲉⲏⲇⲏ	ϫⲉ|ⲏⲇⲏ
ⲉⲓⲥϣⲟⲙⲛⲧ	ⲉⲓⲥ|ϣⲟⲙⲛⲧ
ⲛϩⲟⲟⲩ	ⲛ|ϩⲟⲟⲩ
ⲥⲉⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ	ⲥⲉ|ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ
ⲉⲣⲟⲓ	ⲉⲣⲟ|ⲓ
.	.
ⲉⲙⲙⲛⲧⲟⲩ	ⲉ|ⲙⲙⲛⲧ|ⲟⲩ
ⲡⲉⲧⲟⲩⲛⲁⲟⲩⲟⲙϥ	ⲡ|ⲉⲧ|ⲟⲩ|ⲛⲁ|ⲟⲩⲟⲙ|ϥ
ⲉⲓϣⲁⲛⲕⲁⲁⲩ	ⲉⲓϣⲁⲛ|ⲕⲁⲁ|ⲩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲉⲙⲡⲟⲩⲟⲩⲱⲙ	ⲉ|ⲙⲡ|ⲟⲩ|ⲟⲩⲱⲙ
ⲥⲉⲛⲁⲥⲱϣⲙ	ⲥⲉ|ⲛⲁ|ⲥⲱϣⲙ
ϩⲛⲧⲉϩⲓⲏ	ϩⲛ|ⲧⲉ|ϩⲓⲏ
ⲉⲩⲛϩⲟⲓⲛⲉ	ⲉ|ⲩⲛ|ϩⲟⲓⲛⲉ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
ϣⲟⲟⲡ	ϣⲟⲟⲡ
ϩⲙⲡⲟⲩⲉ	ϩⲙ|ⲡ|ⲟⲩⲉ
.	.
ⲉⲩⲟⲩⲱϣⲃ	ⲉ|ⲩ|ⲟⲩⲱϣⲃ
ⲇⲉ	ⲇⲉ
ⲛⲁϥ	ⲛⲁ|ϥ
ⲛϭⲓⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	ⲛϭⲓ|ⲛⲉϥ|ⲙⲁⲑⲏⲧⲏⲥ
ϫⲉⲛⲓⲙ	ϫⲉ|ⲛⲓⲙ
ⲡⲉⲧⲛⲁϣⲧⲥⲓⲉⲛⲁⲓ	ⲡ|ⲉⲧ|ⲛⲁ|ϣ|ⲧⲥⲓⲉ|ⲛⲁⲓ
ⲛⲟⲉⲓⲕ	ⲛ|ⲟⲉⲓⲕ
ⲙⲡⲉⲓⲙⲁ	ⲙ|ⲡⲉⲓ|ⲙⲁ
ϩⲛⲟⲩϫⲁⲓⲉ	ϩⲛ|ⲟⲩ|ϫⲁⲓⲉ
.	.
ⲁϥϫⲛⲟⲩⲟⲩ	ⲁ|ϥ|ϫⲛⲟⲩ|ⲟⲩ
ϫⲉⲟⲩⲛⲧⲏⲧⲛ	ϫⲉ|ⲟⲩⲛⲧⲏ|ⲧⲛ
ⲟⲩⲏⲣ	ⲟⲩⲏⲣ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲛⲟⲉⲓⲕ	ⲛ|ⲟⲉⲓⲕ
.	.
ⲛⲧⲟⲟⲩ	ⲛⲧⲟⲟⲩ
ⲇⲉ	ⲇⲉ
ⲡⲉϫⲁⲩ	ⲡⲉϫⲁ|ⲩ
ϫⲉⲥⲁϣϥ	ϫⲉ|ⲥⲁϣϥ
.	.
ⲁϥϩⲱⲛ	ⲁ|ϥ|ϩⲱⲛ
ⲉⲧⲟⲟⲧϥ	ⲉⲧⲟⲟⲧ|ϥ
ⲙⲡⲙⲏⲏϣⲉ	ⲙ|ⲡ|ⲙⲏⲏϣⲉ
ⲉⲧⲣⲉⲩⲛⲟϫⲟⲩ	ⲉ|ⲧⲣⲉ|ⲩ|ⲛⲟϫ|ⲟⲩ
ϩⲓⲡⲉⲥⲏⲧ	ϩⲓ|ⲡ|ⲉⲥⲏⲧ
ⲁϥϫⲓ	ⲁ|ϥ|ϫⲓ
ⲇⲉ	ⲇⲉ
ⲙⲡⲥⲁϣϥ	ⲙ|ⲡ|ⲥⲁϣϥ
ⲛⲟⲉⲓⲕ	ⲛ|ⲟⲉⲓⲕ
ⲁϥϣⲡϩⲙⲟⲧ	ⲁ|ϥ|ϣⲡϩⲙⲟⲧ
ⲉϫⲱⲟⲩ	ⲉϫⲱ|ⲟⲩ
ⲁϥⲡⲟϣⲟⲩ	ⲁ|ϥ|ⲡⲟϣ|ⲟⲩ
ⲁⲩⲱ	ⲁⲩⲱ
